title,address,city,price,bedroom,bathroom,floors,parking,face,year,views,area,road,road_width,road_type,build_area,posted,amenities,year_missing,road_width_ft,area_sqft,build_area_sqft,price_category
"House For Sale In Mid Baneshwor, Kathmandu","Katyayani Temple, Mid Baneshwor, Kathmandu",Kathmandu,50000000,7,4,2.0,1,South East,2076.0,1.5K,0-7-0-0 Aana,10 Feet / Concrete,10 Feet , Concrete,1000 Sq. Feet,7 months ago,"['Lawn', 'Balcony', 'Garden', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Solar Water', 'Water Well', 'Electricity Backup', 'Parking', 'Store Room']",0,10.0,2395.75,1000.0,Premium
"Land For Sale In Chakupat, Lalitpur","Chakupat, Chakupat, Lalitpur",Lalitpur,4000000,0,0,3.0,0,North,2074.0,1.1K,0-5-2-0 Aana,12 Feet / Gravelled,12 Feet , Gravelled,N/A Aana,7 months ago,[],1,12.0,1882.375,,Medium
"Modern Newly Residential Home At Balaju, Boharatar, Kathmandu : House For Sale In Balaju, Kathmandu","Boharatar, Balaju, Kathmandu",Kathmandu,25000000,7,5,4.0,1,North,2019.0,1.1K,3 Aana,13 Feet / Gravelled,13 Feet , Gravelled,2.75 Aana,7 months ago,"['Garage', 'Balcony', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking']",0,13.0,1026.75,941.1875,High
"House For Sale In Syuchatar, Kathmandu","Syuchatar, Syuchatar, Kathmandu",Kathmandu,16500000,0,0,2.0,0,South East,2076.0,935,0-3-0-1 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,7 months ago,"['Balcony', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']",0,14.0,1048.140625,,High
"House For Sale At Chhauni Kathmandu : House For Sale In Chhauni, Kathmandu","Museum Marga, Chhauni, Kathmandu",Kathmandu,46000000,5,4,3.0,2,South West,2074.0,369,0-7-0-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,3000 Sq. Feet,7 months ago,"['Water Supply', 'Solar Water', 'Water Tank', 'Frontyard', 'Garage']",0,13.0,2395.75,3000.0,Premium
"House For Sale In Kausaltar, Bhaktapur","Kausaltar, Kausaltar, Bhaktapur",Bhaktapur,30000000,5,4,3.0,0,East,2074.0,474,0-7-2-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,7 months ago,[],1,15.0,2566.875,,Premium
"Housing Land : Land For Sale In Bhaktapur, Bhaktapur","Sirutar, Bhaktapur, Bhaktapur",Bhaktapur,1700000,0,0,3.0,0,East,2074.0,282,0-4-3-1 Aana,20 Feet / Gravelled,20 Feet , Gravelled,N/A Aana,7 months ago,[],1,20.0,1647.078125,,Medium
"Land For Sale In Mulpani, Kathmandu","Green Hill City, Mulpani, Kathmandu",Kathmandu,3300000,0,0,3.0,0,North,2074.0,185,0-5-2-0 Aana,8 Meter,8 Meter,Unknown,N/A Sq. Feet,7 months ago,[],1,26.24672,1882.375,,Medium
"Land For Sale In Damak, Jhapa","Damak, Damak, Jhapa",Jhapa,330000,0,0,3.0,0,North,2074.0,598,10 Dhur,13 Feet / Gravelled,13 Feet , Gravelled,N/A Sq. Feet,7 months ago,[],1,13.0,1822.5,,Low
"Land For Sale In Gongabu, Kathmandu","Gongabu, Gongabu, Kathmandu",Kathmandu,7000000,0,0,3.0,0,North,2074.0,188,4 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Sq. Feet,7 months ago,[],1,20.0,1369.0,,Medium
"House For Sale In Basbari, Kathmandu","Neuro Hospital, Basbari, Kathmandu",Kathmandu,28000000,2,4,3.0,3,South,2074.0,514,5 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,7 months ago,[],1,13.0,1711.25,,Premium
"House For Sale In Mid Baneshwor, Kathmandu","MId Baneshwor, Mid Baneshwor, Kathmandu",Kathmandu,35000000,0,0,3.0,0,North,2074.0,314,0-3-5-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,7 months ago,[],1,13.0,1454.5625,,Premium
"House For Sale In Thapagaun, Kathmandu","Thapagaun, Thapagaun, Kathmandu",Kathmandu,49000000,0,0,3.0,0,South,2074.0,185,0-4-2-0 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,N/A Sq. Feet,7 months ago,[],1,12.0,1540.125,,Premium
"Land For Sale In Samakhusi, Kathmandu","Maipi, Samakhusi, Kathmandu",Kathmandu,4000000,0,0,3.0,0,South,2074.0,326,4/4/5/5/6 Aana,20 Feet / Gravelled,20 Feet , Gravelled,N/A Aana,7 months ago,[],1,20.0,1642.8,,Medium
"Flat On Rent : Flat For Rent In Pasikot, Kathmandu","Shree ram chowk,, Pasikot, Kathmandu",Kathmandu,20000,2,1,3.0,2,South,2018.0,854,0-6-0-0 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,0-3-0-0 Aana,7 months ago,"['Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Tank', 'Water Well', 'Parking']",0,13.0,2053.5,1026.75,Low
"Urgent Sale : Land For Sale In Birgunj, Parsa","Medical College Road, Birgunj, Parsa",Parsa,350000,0,0,3.0,0,East,2074.0,531,26 Dhur,26 Feet / Gravelled,26 Feet , Gravelled,N/A Dhur,7 months ago,[],1,26.0,4738.5,,Low
"SUNDARBASTI HOME : House For Sale In Bhangal, Kathmandu","Sundarbasti, Bhangal, Kathmandu",Kathmandu,21500000,5,5,3.0,1,East,2076.0,814,3.5 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,7 months ago,[],0,13.0,1197.875,,High
"Land For Sale In Tokha, Kathmandu","Greenland Chok, Tokha, Kathmandu",Kathmandu,3900000,0,0,3.0,0,East,2074.0,185,8 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,7 months ago,[],1,15.0,2738.0,,Medium
"GOLFUTAR 4 ANA : Land For Sale In Golfutar, Kathmandu","NA, Golfutar, Kathmandu",Kathmandu,6700000,0,0,3.0,0,West,2074.0,246,4 Aana,33 Feet,33 Feet,Unknown,N/A Aana,7 months ago,[],1,33.0,1369.0,,Medium
"House For Sale In Budhanilkantha, Kathmandu","Srijana Tole, Budhanilkantha, Kathmandu",Kathmandu,25500000,7,5,3.0,1,East,2076.0,365,5 Aana,20 Feet / Gravelled,20 Feet , Gravelled,2600 Sq. Feet,7 months ago,"['Water Supply', 'Drainage', 'Garage']",0,20.0,1711.25,2600.0,High
"Perfect 8 Anna Residential Land For Sale Inside Budhanilkantha Villa : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha Villa, Budhanilkantha, Kathmandu",Kathmandu,4200000,0,0,3.0,0,East,2074.0,1.4K,0-8-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,7 months ago,[],1,15.0,2738.0,,Medium
"House For Sale In Gothatar, Kathmandu","Gothatar, Gothatar, Kathmandu",Kathmandu,16500000,8,0,3.0,0,North,2074.0,511,0-3-0-1 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Sq. Feet,7 months ago,[],1,13.0,1048.140625,,High
"House For Sale In Bhangal, Kathmandu","Sundara Basti, Bhangal, Kathmandu",Kathmandu,22000000,11,0,3.0,0,West,2074.0,747,0-3-5-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Sq. Feet,7 months ago,[],1,13.0,1454.5625,,High
"House For Sale In Changunarayan, Bhaktapur","Thathali, Changunarayan, Bhaktapur",Bhaktapur,10500000,0,0,3.0,0,South,2074.0,673,4 Aana,10 Feet / Blacktopped,10 Feet , Blacktopped,N/A Sq. Feet,7 months ago,[],1,10.0,1369.0,,High
"Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,2200000,0,0,3.0,0,West,2074.0,370,0-9-2-0 Aana,18 Feet / Blacktopped,18 Feet , Blacktopped,N/A Sq. Feet,7 months ago,[],1,18.0,3251.375,,Medium
"Land For Sale In Lagankhel, Lalitpur","Lagankhel, Lagankhel, Lalitpur",Lalitpur,5000000,0,0,3.0,0,North,2074.0,250,10 Sq. Feet,11 Feet / Blacktopped,11 Feet , Blacktopped,N/A Sq. Feet,7 months ago,[],1,11.0,10.0,,Medium
"Land For Sale In Lubhu, Lalitpur","Jagate, Lubhu, Lalitpur",Lalitpur,1250000,0,0,3.0,0,West,2074.0,513,0-4-1-0 Aana,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,N/A Sq. Feet,7 months ago,[],1,20.0,1454.5625,,Low
"12 Anna Fully Furnished Bungalow For Sale At Dhumbarahi, Pragati Tole : House For Sale In Dhumbarahi, Kathmandu","Pragati Tole, Dhumbarahi, Kathmandu",Kathmandu,70000000,5,7,2.0,3,East,2074.0,702,0-12-0-0 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,7 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'Wifi', 'Drainage', 'CCTV', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet']",1,14.0,4107.0,,Premium
"Land For Sale Near Itahari Chowk : Land For Sale In Birtamod Road, Itahari","Nearby Sangeet Chowk, Birtamod Road, Itahari",Itahari,1250000,0,0,3.0,0,North,2074.0,244,10 Dhur,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,7 months ago,[],1,20.0,1822.5,,Low
"House For Sale In Banasthali, Kathmandu","Prakritik Chowk, Banasthali, Kathmandu",Kathmandu,39500000,5,6,3.0,5,North,2074.0,11.4K,0-5-3-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,7 months ago,"['Air Condition', 'Backyard', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'Store Room']",0,20.0,1967.9375,,Premium
"Land For Sale In Dahachowk, Khahare, Kathmandu","Khahare chowk dahachowk, Dahachowk, khahare, Kathmandu",Kathmandu,1450000,0,0,3.0,0,North East,2074.0,803,10-0-0-0 Ropani,6 Meter / Gravelled,6 Meter , Gravelled,N/A Ropani,7 months ago,"['Garden', 'Drainage', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']",1,19.68504,54760.0,,Medium
"One Storied House For Sale Near Pashupati, Guheswori, Boudha : House For Sale In Chabahil, Kathmandu","Guheshwori, Chabahil, Kathmandu",Kathmandu,18000000,2,1,1.0,0,South,2074.0,655,5-1 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,2.6 Aana,7 months ago,['Garden'],1,12.0,27722.25,889.85,High
"60 Feet Faced Land On Main Road : Land For Sale In Mahalaxmisthan, Lalitpur","Shovahiti, Mahalaxmisthan, Lalitpur",Lalitpur,4300000,0,0,0.0,0,East,2074.0,324,0-6-3-0 Sq. Feet,26 Feet / Blacktopped,26 Feet , Blacktopped,N/A Sq. Feet,7 months ago,[],1,26.0,2310.1875,,Medium
"Bungalow For Sale At Sitapaila, Sita Homes : House For Sale In Sitapaila, Kathmandu","25 Gha, Sitapaila, Kathmandu",Kathmandu,22000000,3,4,3.0,1,East,2018.0,627,3 Aana,14 Feet,14 Feet,Unknown,1800 Aana,7 months ago,"['TV Cable', 'Drainage', 'Solar Water', 'Water Supply', 'Water Well']",0,14.0,1026.75,616050.0,High
"Land For Lease In DDC Chowk, Biratnagar","ddc chowk, DDC Chowk, Biratnagar",Biratnagar,30000,0,0,3.0,0,East,2074.0,134,1-0-0-0 Ropani,0 Feet,0 Feet,Unknown,N/A Ropani,7 months ago,[],1,0.0,5476.0,,Low
"House For Rent In Tarkeshwor, Kathmandu","Malpot office Manamaiju, Tarkeshwor, Kathmandu",Kathmandu,110000,0,6,3.0,1,East,2074.0,1.8K,6 Aana,22 Feet / Blacktopped,22 Feet , Blacktopped,N/A Aana,7 months ago,"['Balcony', 'Drainage', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']",1,22.0,2053.5,,Low
"Apartment For Rent In Jhamsikhel, Lalitpur","Jhamsikhel, Jhamsikhel, Lalitpur",Lalitpur,40000,2,1,12.0,1,South,2074.0,912,683 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,7 months ago,"['Lawn', 'Balcony', 'Garden', 'Gym', 'Swimming Pool', 'TV Cable', 'Drainage', 'Water Well', 'Internet', 'Parking', 'Security Staff', 'Store Room']",1,0.0,683.0,,Low
"9 Anna Land For Sale At Baluwatar Infront Of Himani Trust : Land For Sale In Baluwatar, Kathmandu","Infront Of Himani Trust, Baluwatar, Kathmandu",Kathmandu,5500000,0,0,3.0,0,South East,2074.0,386,0-9-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,7 months ago,[],1,16.0,3080.25,,Medium
"Tempting Brand New Modern Bungalow For Sale In Maharajgunj : House For Sale In Maharajgunj, Kathmandu","Maharajgunj, Maharajgunj, Kathmandu",Kathmandu,62500000,5,6,2.0,5,East,2019.0,410,0-6.5-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,7 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'CCTV', 'Water Supply', 'Electricity Backup', 'Internet']",0,15.0,2224.625,,Premium
"7 Anna Attractive Land At Narayan Chaur, Naxal Near Star Venue Party Palace : Land For Sale In Naxal, Kathmandu","Near Star Venue Party Palace, Naxal, Kathmandu",Kathmandu,8500000,0,0,3.0,0,South East,2074.0,402,0-7-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,7 months ago,[],1,16.0,2395.75,,High
"Ichangu Narayan Jagga : Land For Sale In Nagarjun, Kathmandu","Ichangunarayan, Nagarjun, Kathmandu",Kathmandu,32500000,0,0,3.0,0,South,2074.0,251,2-0-2-0 Ropani,16 Feet / Blacktopped,16 Feet , Blacktopped,.5 Ropani,7 months ago,[],1,16.0,11123.125,2738.0,Premium
"House For Sale In Sukedhara, Kathmandu","Yatayat Office sukedhara, Sukedhara, Kathmandu",Kathmandu,47000000,18,6,3.0,6,South,2074.0,2.8K,6 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,7 months ago,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']",1,13.0,2053.5,,Premium
"Office Space For Rent In Baluwatar, Kathmandu","Russian Embassy Nepal, Baluwatar, Kathmandu",Kathmandu,175000,0,0,4.0,0,North,2074.0,2.9K,1800 Sq. Feet,42 Feet / Blacktopped,42 Feet , Blacktopped,N/A Sq. Feet,7 months ago,[],1,42.0,1800.0,,Low
"Beauty Parlor On Sale! : Business For Sale In Anamnagar, Kathmandu","Devkota Sadak, Anamnagar, Kathmandu",Kathmandu,500000,0,0,1.0,0,South,2074.0,208,250 Sq. Meter,20 Meter / Soil Stabilized,20 Meter , Soil Stabilized,10-20-10-20 Sq. Meter,7 months ago,[],1,65.6168,2690.975,,Low
"1 Ropani Attractive Commercial Land For Sale At Gahana Pokhari, Naxal : Land For Sale In Naxal, Kathmandu","Gahana Pokhari Main Road, Naxal, Kathmandu",Kathmandu,11000000,0,0,3.0,0,North East,2074.0,351,1-0-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,7 months ago,[],1,20.0,5476.0,,High
"3.5 Storied House On Sale : House For Sale In Boudha, Kathmandu","Bhrikutichowk, Kathmandu Nepal, Boudha, Kathmandu",Kathmandu,22500000,0,4,3.0,4,North,2009.0,945,0-3-0-0 Aana,12 Feet / Gravelled,12 Feet , Gravelled,N/A Aana,7 months ago,"['TV Cable', 'Water Supply', 'Water Well', 'Internet']",0,12.0,1026.75,,High
"26 Anna Main Road Commercial Land, Mid Baneshwor Beside Venus Hospital : Land For Sale In Mid Baneshwor, Kathmandu","Mid baneshwor Beside Venus Hospital, Mid Baneshwor, Kathmandu",Kathmandu,11000000,0,0,3.0,0,South East,2074.0,285,1-10-0-0 Aana,40 Feet / Blacktopped,40 Feet , Blacktopped,N/A Aana,7 months ago,[],1,40.0,8898.5,,High
"31 Anna Commercial Land For Sale Prime Location, Baluwatar Main Road : Land For Sale In Baluwatar, Kathmandu","Baluwatar Main Road, Baluwatar, Kathmandu",Kathmandu,13000000,0,0,3.0,0,East,2074.0,298,1-15-0-0 Aana,50 Feet / Blacktopped,50 Feet , Blacktopped,N/A Aana,7 months ago,[],1,50.0,10609.75,,High
"8 Anna Modern House For Sale In Basundhara In Sherchan Colony Height : House For Sale In Dhapasi, Kathmandu","Sherchan Colony, Dhapasi, Dhapasi, Kathmandu",Kathmandu,45000000,6,6,3.0,2,South West,2074.0,501,0-8-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,7 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Well', 'Water Supply', 'Electricity Backup', 'Internet']",1,20.0,2738.0,,Premium
"Magnificent New Bungalow For Sale At Budhanilkantha, Kathmandu : House For Sale In Budhanilkantha, Kathmandu","Park Village, Budhanilkantha, Kathmandu",Kathmandu,130000000,6,7,2.0,10,North,2017.0,1.5K,1-10-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,7 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Gym', 'Garden', 'Frontyard', 'Modular Kitchen', 'Swimming Pool', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Electricity Backup', 'Water Supply', 'Internet', 'Kids Playground']",0,20.0,8898.5,,Premium
"9 Anna Commercial Main Road Land On Sale Opposite To Big Mart Lazimpat : Land For Sale In Lazimpat, Kathmandu","Lazimpat Main Road, Lazimpat, Kathmandu",Kathmandu,15000000,0,0,3.0,0,East,2074.0,331,0-9-0-0 Aana,60 Feet / Blacktopped,60 Feet , Blacktopped,N/A Aana,7 months ago,[],1,60.0,3080.25,,High
"Land With Old House On Sale, Dhumbarahi Main Road Near Investment Bank : Land For Sale In Dhumbarahi, Kathmandu","Dhumbarahi Main Road, Dhumbarahi, Kathmandu",Kathmandu,7500000,0,0,3.0,0,West,2074.0,294,0-9-1-0 Aana,45 Feet / Blacktopped,45 Feet , Blacktopped,N/A Aana,7 months ago,[],1,45.0,3165.8125,,Medium
"6.5 Anna Land For Sale At Basundhara Chauki, Shayanshah Height : Land For Sale In Dhapasi, Kathmandu","Shayansha Height Near Ram Mandir, Dhapasi, Kathmandu",Kathmandu,4000000,0,0,3.0,0,East,2074.0,280,0-6-2-0 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,N/A Aana,7 months ago,[],1,12.0,2224.625,,Medium
"Bungalow At Mid Baneshwor, 100 Meters From Venus Hospital : House For Sale In Mid Baneshwor, Kathmandu","Mid Baneshwor Near Venus Hospital, Mid Baneshwor, Kathmandu",Kathmandu,120000000,4,5,2.0,2,South East,2074.0,926,0-12-0-2 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,7 months ago,"['Garage', 'Air Condition', 'Balcony', 'Garden', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Wifi', 'Water Supply', 'Water Tank', 'Electricity Backup', 'Internet']",1,20.0,4149.78125,,Premium
"Apartment For Rent In Bishal Nagar, Kathmandu","Bishal Nagar, Bishal Nagar, Kathmandu",Kathmandu,100000,2,2,9.0,1,West,2074.0,719,1371 Sq. Feet,0 Feet,0 Feet,Unknown,N/A Sq. Feet,7 months ago,"['Lawn', 'Balcony', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Water Supply', 'Water Well', 'Electricity Backup', 'Internet', 'Kids Playground', 'Lift', 'Maintenance', 'Parking', 'Security Staff', 'Jacuzzi']",1,0.0,1371.0,,Low
"Bhelpa House On Rent : House For Rent In Gwarko, Lalitpur","Balfal Bhelpa., Gwarko, Lalitpur",Lalitpur,45000,3,3,3.0,1,East,2076.0,410,0-2-2-0 Aana,16 Feet / Gravelled,16 Feet , Gravelled,0-2-2-0 Aana,7 months ago,"['Garage', 'Fencing', 'Drainage', 'Water Supply', 'Water Well']",0,16.0,855.625,855.625,Low
"Office Space For Rent In Baneshwor, Kathmandu","New Baneshwor Chowk, Baneshwor, Kathmandu",Kathmandu,350000,0,0,8.0,0,South,2074.0,986,2200 Sq. Feet,30 Meter / Blacktopped,30 Meter , Blacktopped,N/A Sq. Feet,7 months ago,"['Balcony', 'Wifi', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Lift', 'Parking', 'Store Room']",1,98.4252,2200.0,,Low
"Residential : House For Sale In Kapan, Kathmandu","Payutar, Kapan, Kathmandu",Kathmandu,22000000,6,5,3.0,1,East,2016.0,359,5 Aana,14 Feet / Gravelled,14 Feet , Gravelled,4 Aana,7 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Internet', 'Water Well', 'Water Tank', 'Electricity Backup', 'Drainage', 'Garage']",0,14.0,1711.25,1369.0,High
"House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur",Lalitpur,17000000,3,2,2.0,3,West,2019.0,309,0-4-0-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,127.18 Sq. Feet,7 months ago,['Water Supply'],0,13.0,1369.0,127.18,High
"Budhanilkantha Bungalow : House For Rent In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,550000,24,0,4.0,15,East,2076.0,1.1K,48 Aana,22 Feet / Blacktopped,22 Feet , Blacktopped,16 Aana,7 months ago,"['Drainage', 'Water Supply', 'Solar Water', 'Wifi', 'Washing Machine', 'TV Cable', 'Modular Kitchen', 'Frontyard', 'Garden', 'Microwave', 'Fencing', 'Garage', 'Air Condition', 'Lawn', 'Backyard', 'Balcony']",0,22.0,16428.0,5476.0,Low
"Budanilkantha Golfutar Home : House For Sale In Budhanilkantha, Kathmandu","Golfutar, Budhanilkantha, Kathmandu",Kathmandu,30000000,10,8,4.0,2,South,2068.0,691,4 Aana,30 Feet / Blacktopped,30 Feet , Blacktopped,N/A Aana,7 months ago,"['TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water']",0,30.0,1369.0,,Premium
"House For Sale In Kavresthali, Kathmandu","Vadigoth, Kavresthali, Kathmandu",Kathmandu,7000000,0,0,3.0,0,West,2074.0,627,3 Aana,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,N/A Sq. Feet,7 months ago,[],1,10.0,1026.75,,Medium
"New Modern And Beautiful House : House For Sale In Thaiba, Lalitpur","Wasa hiti, Thaiba, Lalitpur",Lalitpur,19000000,4,4,3.0,2,East,2075.0,608,0-4-0-1 Aana,13 Feet / Gravelled,13 Feet , Gravelled,2500 Sq. Feet,7 months ago,"['Lawn', 'Garage', 'Fencing', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Water Well', 'Water Tank', 'Internet']",0,13.0,1390.390625,2500.0,High
"House Near Kist Hospital Imadole : House For Sale In Imadol, Lalitpur","timalshina chowk, Imadol, Lalitpur",Lalitpur,18000000,0,4,4.0,0,South,2016.0,664,11 Dhur,0 Feet,0 Feet,Unknown,11 Dhur,7 months ago,"['Drainage', 'Water Well', 'Water Tank', 'Solar Water', 'TV Cable', 'Balcony', 'Modular Kitchen']",0,0.0,2004.75,2004.75,High
"Land For Sale In Birgunj, Parsa","Birganj Inner Bypass Rd, Birgunj, Parsa",Parsa,1550000,0,0,0.0,0,North,2074.0,852,45 Dhur,66 Feet / Blacktopped,66 Feet , Blacktopped,N/A Sq. Meter,7 months ago,[],1,66.0,8201.25,,Medium
"One Floor Home : House For Sale In Tarakeshwar, Kathmandu","Kavresthali, Tarakeshwar, Kathmandu",Kathmandu,12000000,1,1,1.0,1,North West,2076.0,490,0-2-2-3 Aana,10 Feet / Gravelled,10 Feet , Gravelled,0-2-2-3 Aana,7 months ago,"['Garage', 'Fencing', 'Frontyard', 'Wifi', 'Water Supply', 'Water Tank', 'Internet', 'Parking']",0,10.0,919.796875,919.796875,High
"House For Sale In Newroad, Kathmandu","New Road, Newroad, Kathmandu",Kathmandu,122500000,23,10,3.0,0,West,2074.0,430,0-2-2-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,7 months ago,[],1,15.0,855.625,,Premium
"House For Rent In Boudha, Kathmandu","Boudha - Jorpati Road, Boudha, Kathmandu",Kathmandu,55000,4,4,3.0,0,West,2074.0,788,2100 Sq. Feet,15 Feet / Gravelled,15 Feet , Gravelled,N/A Sq. Feet,7 months ago,[],1,15.0,2100.0,,Low
"Land For Sale In Thali, Kathmandu","Thali, Thali, Kathmandu",Kathmandu,1500000,0,0,3.0,0,North,2074.0,239,0-3-2-0 Aana,12 Feet / Gravelled,12 Feet , Gravelled,N/A Sq. Feet,7 months ago,[],1,12.0,1197.875,,Medium
"Land For Sale In Thali, Kathmandu","Thali, Thali, Kathmandu",Kathmandu,1300000,0,0,3.0,0,West,2074.0,314,4 Aana,4 Feet / Soil Stabilized,4 Feet , Soil Stabilized,N/A Sq. Feet,7 months ago,[],1,4.0,1369.0,,Low
"Land For SALE In Banepa : Land For Sale In Banepa, Kavre","Karuna Marg, Banepa, Kavre",Kavre,815000,0,0,3.0,0,North,2074.0,230,10.3 Aana,20 Feet / Gravelled,20 Feet , Gravelled,N/A Aana,7 months ago,[],1,20.0,3525.175,,Low
"Land For Sale In Thali, Kathmandu","Thali, Thali, Kathmandu",Kathmandu,1350000,0,0,3.0,0,North,2074.0,251,6 Aana,12 Feet / Gravelled,12 Feet , Gravelled,N/A Sq. Feet,7 months ago,[],1,12.0,2053.5,,Medium
"House For Rent In Minbhawan, Kathmandu","New Baneshwor, Minbhawan, Kathmandu",Kathmandu,80000,6,2,3.0,0,South,2062.0,298,0-5-3-0 Ropani,20 Feet / Blacktopped,20 Feet , Blacktopped,2500 Ropani,7 months ago,[],0,20.0,1967.9375,13690000.0,Low
"House For Sale In Jorpati, Kathmandu","Shiva Chowk, Dashindhoka Jorpati, Jorpati, Kathmandu",Kathmandu,20000000,0,0,3.0,0,South,2074.0,398,4 Aana,15 Feet,15 Feet,Unknown,N/A Sq. Feet,7 months ago,[],1,15.0,1369.0,,High
"House For Sale In Tikathali, Lalitpur","Tikathali-1, Tikathali, Lalitpur",Lalitpur,17000000,8,3,3.0,0,South,2074.0,860,0-3-0-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,7 months ago,[],1,13.0,1026.75,,High
"House For Sale In Tarkeshwor, Kathmandu","lolang hariyali basti, Tarkeshwor, Kathmandu",Kathmandu,17000000,0,0,3.0,0,East,2074.0,157,0-3-0-0 Aana,10 Feet / Gravelled,10 Feet , Gravelled,N/A Sq. Feet,7 months ago,[],1,10.0,1026.75,,High
